2020-09-07 09:49:26,"b'RT @PabloFuente: #COVID19 M\xc3\xa1s recursos para profesores, padres, directores de colegios. He traducido un documento de @Poppendieck que habla\xe2\x80\xa6'"
2020-09-07 09:49:18,b'RT @JesusCintora: \xe2\x80\x9cChina exhibe Wuhan como escaparate de la nueva normalidad\xe2\x80\x9d #COVID19  https://t.co/xSkJr1vSEO'
2020-09-07 09:49:15,"b'RT @msaludpy: Informe #COVID19|6 de septiembre:\n\n\xf0\x9f\x93\x8dProcesamos 2719 muestras, 615 positivos: 596 casos comunitarios y 19 del exterior, todos\xe2\x80\xa6'"
2020-09-07 09:49:12,b'Ayudaaaaa! Ideas de actividades para los primeros d\xc3\xadas de apoyo emocionalpara ESO? #covid19 https://t.co/LrpL2ezIJ1'
2020-09-07 09:49:11,"b'RT @sanidadgob: \xf0\x9f\xa7\xbcLimpia con frecuencia las superficies que m\xc3\xa1s se tocan, tanto en casa, como en el lugar de trabajo para protegerte y prote\xe2\x80\xa6'"
2020-09-07 09:49:01,b'RT @tambonic: El porcentaje de ocupaci\xc3\xb3n de camas difundido esta noche (6/9) por el comit\xc3\xa9 de emergencia de la provincia de Neuqu\xc3\xa9n indica\xe2\x80\xa6'
2020-09-07 09:48:52,"b'RT @HLGatell: Al 06 de septiembre de 2020 hay 634,023 casos confirmados y 82,215 sospechosos de #COVID19. Se han registrado 715,395 negativ\xe2\x80\xa6'"
2020-09-07 09:48:51,"b'RT @ecatolicsevilla: Buen art\xc3\xadculo de opini\xc3\xb3n de nuestro experto jur\xc3\xaddico, @JMunozdePriego, para la revista @Magisnet, sobre un tema de muc\xe2\x80\xa6'"
2020-09-07 09:48:46,"b'RT @desdelamoncloa: El Gobierno ha ampliado hasta el 30 de septiembre la prohibici\xc3\xb3n de cortar agua, electricidad y gas debido al #COVID19\xe2\x80\xa6'"
2020-09-07 09:48:42,"b'RT @CCOOMadrid: #COVID19 \xf0\x9f\x94\xb4Situaci\xc3\xb3n del inicio de curso en #Madrid\n\xe2\x9e\xa1\xef\xb8\x8f""Las medidas de Ayuso no se han hecho realidad. Mantenemos la huelga e\xe2\x80\xa6'"
2020-09-07 09:48:38,b'OMS\nmenos contaminaci\xc3\xb3n del aire\nes\nmenos #Covid19'
2020-09-07 09:48:35,b'RT @JesusCintora: \xe2\x80\x9cChina exhibe Wuhan como escaparate de la nueva normalidad\xe2\x80\x9d #COVID19  https://t.co/xSkJr1vSEO'
2020-09-07 09:48:35,b'#FelizLunes TERR\xc3\x8dCOLAS!! Espero que comiencen el primer lunes de #Septiembre con todas las ganas y energ\xc3\xada\xe2\x80\xa6 https://t.co/0F5MrojO7s'
2020-09-07 09:48:31,"b'RT @juditvalderrama: Que dolor, la Pta. del Colegio de M\xc3\xa9dicos del #T\xc3\xa1chira, pediatra #NellyN\xc3\xba\xc3\xb1ez, se nos fue.\n\nLuchaba contra el #Covid19\xe2\x80\xa6'"
2020-09-07 09:48:29,"b'RT @Carabdechile: As\xc3\xad debe funcionar el Comercio en las diversas etapas del Plan Paso a Paso, las cuales contemplan medidas de gradualidad\xe2\x80\xa6'"
2020-09-07 09:48:22,b'RT @msalnacion: Situaci\xc3\xb3n #COVID19 en Argentina\n\nConfirmados: 6.986 | Total: 478.792\n\nFallecidos: 52 | Total: 9.859\n\nOcupaci\xc3\xb3n camas UTI: 2\xe2\x80\xa6'
2020-09-07 09:48:20,b'RT @Sindicato_SATSE: Si Gobierno y partidos pol\xc3\xadticos aprendieran del #COVID19 CUMPLIR\xc3\x8dAN su palabra y fortalecer\xc3\xadan la #SanidadP\xc3\xbablica con\xe2\x80\xa6'
2020-09-07 09:48:20,b'RT @emprenemjunts: \xf0\x9f\x94\xac\xf0\x9f\x98\xb7 Bioithas registra dos estudios para tratamientos durante la #COVID19 \xf0\x9f\xa6\xa0 y comenzar\xc3\xa1 con pruebas en hospitales \xf0\x9f\x8f\xa5 https:\xe2\x80\xa6'
